2023-12-20,160.80999755859375,162.0,156.8300018310547,156.9199981689453,5488700,AMAT
2023-12-21,161.0,161.82000732421875,159.5800018310547,161.38999938964844,4257300,AMAT
2023-12-22,161.60000610351562,163.0,160.83999633789062,162.0500030517578,2770600,AMAT
2023-12-26,162.3000030517578,164.97000122070312,162.10000610351562,164.27999877929688,2520500,AMAT
2023-12-27,164.5399932861328,164.99000549316406,163.52999877929688,164.2100067138672,3319600,AMAT
2023-12-28,165.0,165.00999450683594,162.85000610351562,163.1199951171875,2909700,AMAT
2023-12-29,163.11000061035156,163.55999755859375,160.6999969482422,162.07000732421875,2980700,AMAT
2024-01-02,160.0,160.11000061035156,153.42999267578125,154.3699951171875,8607300,AMAT
2024-01-03,151.7100067138672,153.1699981689453,150.72999572753906,151.4499969482422,6100100,AMAT
2024-01-04,149.8000030517578,152.0,148.75,149.30999755859375,6196100,AMAT
2024-01-05,150.0800018310547,151.52000427246094,148.0500030517578,149.0,5398900,AMAT
2024-01-08,149.8300018310547,152.7899932861328,149.72000122070312,151.55999755859375,6515500,AMAT
2024-01-09,149.8699951171875,151.69000244140625,148.92999267578125,151.02999877929688,5606700,AMAT
2024-01-10,151.77000427246094,151.89999389648438,148.24000549316406,149.80999755859375,5035700,AMAT
2024-01-11,150.25,152.44000244140625,148.47999572753906,151.9499969482422,5995600,AMAT
2024-01-12,152.1999969482422,152.39999389648438,150.3699951171875,151.25,4083200,AMAT
2024-01-16,151.3000030517578,154.24000549316406,149.83999633789062,153.75999450683594,6528000,AMAT
2024-01-17,153.11000061035156,153.75,150.1999969482422,153.3699951171875,6630600,AMAT
2024-01-18,158.66000366210938,160.74000549316406,156.77999877929688,160.33999633789062,8133700,AMAT
2024-01-19,162.57000732421875,168.27999877929688,162.3000030517578,167.94000244140625,9157600,AMAT
2023-12-20,378.1199951171875,381.42999267578125,372.6600036621094,372.7799987792969,472300,AMP
2023-12-21,374.2200012207031,377.05999755859375,372.1600036621094,376.0299987792969,400200,AMP
2023-12-22,377.9599914550781,379.54998779296875,375.260009765625,376.04998779296875,272400,AMP
2023-12-26,376.1400146484375,379.2200012207031,376.05999755859375,378.25,204400,AMP
2023-12-27,378.3399963378906,380.2099914550781,376.8699951171875,380.0299987792969,221100,AMP
2023-12-28,383.5899963378906,383.7799987792969,380.5799865722656,381.1499938964844,294100,AMP
2023-12-29,381.7699890136719,382.739990234375,379.5199890136719,379.8299865722656,316900,AMP
2024-01-02,378.8900146484375,379.6300048828125,376.5400085449219,379.0299987792969,540600,AMP
2024-01-03,381.1000061035156,386.3299865722656,380.3699951171875,380.5400085449219,728500,AMP
2024-01-04,379.2900085449219,385.6199951171875,378.8500061035156,379.0400085449219,411800,AMP
2024-01-05,377.989990234375,384.1300048828125,376.8399963378906,382.1000061035156,424300,AMP
2024-01-08,382.32000732421875,384.489990234375,378.5,384.44000244140625,435900,AMP
2024-01-09,382.2300109863281,383.3500061035156,374.010009765625,375.9100036621094,513600,AMP
2024-01-10,376.3599853515625,378.20001220703125,374.4800109863281,377.989990234375,304500,AMP
2024-01-11,378.5,378.8800048828125,374.239990234375,378.2699890136719,422400,AMP
2024-01-12,380.4599914550781,381.8399963378906,374.989990234375,376.3999938964844,354100,AMP
2024-01-16,373.3500061035156,373.9200134277344,369.17999267578125,373.4700012207031,813800,AMP
2024-01-17,369.1400146484375,376.4200134277344,368.4100036621094,372.05999755859375,501100,AMP
2024-01-18,372.2099914550781,375.0,369.2900085449219,374.8800048828125,519300,AMP
2024-01-19,377.6300048828125,382.260009765625,374.05999755859375,381.6700134277344,1231800,AMP
2023-12-20,39.70064346839314,39.70064346839314,38.825039274884816,38.83498764038086,63600,BME
2023-12-21,38.85488830290208,39.26283961113887,38.85488830290208,39.14344024658203,58000,BME
2023-12-22,39.302638707198206,39.630991687923675,39.1633388228797,39.19318771362305,42100,BME
2023-12-26,39.34243952618605,39.670788709334516,39.34243952618605,39.4916877746582,39900,BME
2023-12-27,39.591190338134766,39.839941214153754,39.531488761460835,39.591190338134766,41700,BME
2023-12-28,39.640940571267365,39.879743087247995,39.42203858125489,39.51158905029297,74500,BME
2023-12-29,39.45189256536956,40.257843017578125,39.45189256536956,40.257843017578125,88700,BME
2024-01-02,40.17824231439001,40.43694155380495,39.98918922055109,40.39714050292969,66100,BME
2024-01-03,40.72549423459114,40.94439622282824,40.3473918355372,40.924495697021484,48400,BME
2024-01-04,40.645892258023444,42.088648120592836,40.645892258023444,41.74039840698242,72100,BME
2024-01-05,41.8000975504876,41.96925012806325,41.342396827509084,41.47174835205078,43400,BME
2024-01-08,41.95929851799879,42.277703150814425,41.8100502606175,42.19810104370117,47500,BME
2024-01-09,42.18815147716699,42.43690236135869,42.18815147716699,42.26774978637695,37900,BME
2024-01-10,42.42694818170844,42.64585016398544,42.20804619943144,42.41699981689453,63400,BME
2024-01-11,42.5099983215332,42.709999084472656,42.400001525878906,42.709999084472656,39200,BME
2024-01-12,42.790000915527344,42.790000915527344,42.540000915527344,42.599998474121094,41500,BME
2024-01-16,42.36000061035156,42.5,42.279998779296875,42.369998931884766,28400,BME
2024-01-17,42.310001373291016,42.470001220703125,42.099998474121094,42.18000030517578,27500,BME
2024-01-18,42.040000915527344,42.349998474121094,42.0,42.27000045776367,37300,BME
2024-01-19,42.27000045776367,42.310001373291016,42.0,42.0,26400,BME
2023-12-20,223.61000061035156,226.66000366210938,222.3000030517578,222.41000366210938,758000,CDW
2023-12-21,223.74000549316406,225.2899932861328,222.75999450683594,225.10000610351562,526700,CDW
2023-12-22,226.5399932861328,226.85000610351562,225.1699981689453,226.6300048828125,524300,CDW
2023-12-26,227.3000030517578,228.8300018310547,226.10000610351562,228.72999572753906,468400,CDW
2023-12-27,229.2100067138672,229.4199981689453,227.91000366210938,228.5500030517578,565000,CDW
2023-12-28,229.16000366210938,229.1999969482422,227.57000732421875,228.6999969482422,381300,CDW
2023-12-29,228.55999755859375,229.30999755859375,226.6199951171875,227.32000732421875,564200,CDW
2024-01-02,226.17999267578125,226.39999389648438,219.77999877929688,220.6699981689453,999700,CDW
2024-01-03,220.10000610351562,220.42999267578125,217.2899932861328,217.3000030517578,795400,CDW
2024-01-04,216.6199951171875,216.99000549316406,214.99000549316406,215.0800018310547,911400,CDW
2024-01-05,214.50999450683594,215.4499969482422,213.14999389648438,214.0399932861328,1080000,CDW
2024-01-08,214.0500030517578,218.60000610351562,212.72000122070312,218.2100067138672,966100,CDW
2024-01-09,215.8000030517578,218.25999450683594,215.02999877929688,218.17999267578125,881900,CDW
2024-01-10,218.1300048828125,220.99000549316406,218.1300048828125,220.27000427246094,985200,CDW
2024-01-11,220.27000427246094,221.38999938964844,218.8000030517578,221.1699981689453,522800,CDW
2024-01-12,222.05999755859375,222.82000732421875,218.5500030517578,219.13999938964844,779600,CDW
2024-01-16,218.67999267578125,221.0800018310547,217.67999267578125,220.72000122070312,567600,CDW
2024-01-17,220.13999938964844,220.4499969482422,218.72999572753906,219.07000732421875,526500,CDW
2024-01-18,220.1999969482422,225.27000427246094,219.8300018310547,225.02999877929688,731000,CDW
2024-01-19,225.74000549316406,227.00999450683594,224.8000030517578,226.4600067138672,615900,CDW
2023-12-20,240.25,242.52999877929688,238.00999450683594,239.82000732421875,1519000,BDX
2023-12-21,240.67999267578125,243.88999938964844,240.1699981689453,243.1300048828125,1444900,BDX
2023-12-22,244.1199951171875,245.3699951171875,242.55999755859375,243.0,1974900,BDX
2023-12-26,243.0,244.47999572753906,242.52000427246094,243.3000030517578,2093700,BDX
2023-12-27,242.55999755859375,243.27000427246094,241.57000732421875,242.5,1496200,BDX
2023-12-28,242.97000122070312,244.08999633789062,242.63999938964844,243.02999877929688,1119900,BDX
2023-12-29,242.7100067138672,244.1300048828125,242.3699951171875,243.8300018310547,851900,BDX
2024-01-02,243.22000122070312,248.85000610351562,240.0500030517578,245.4199981689453,1952200,BDX
2024-01-03,245.82000732421875,246.27000427246094,240.10000610351562,240.47000122070312,1842100,BDX
2024-01-04,240.75,243.44000244140625,240.50999450683594,242.91000366210938,1302300,BDX
2024-01-05,241.82000732421875,243.8699951171875,241.02999877929688,242.08999633789062,989800,BDX
2024-01-08,242.69000244140625,248.64999389648438,242.24000549316406,247.72999572753906,1610700,BDX
2024-01-09,247.17999267578125,249.88999938964844,237.52999877929688,237.83999633789062,2693800,BDX
2024-01-10,237.97999572753906,239.72000122070312,232.6999969482422,238.41000366210938,2205000,BDX
2024-01-11,238.22000122070312,238.89999389648438,234.27999877929688,235.00999450683594,1887600,BDX
2024-01-12,236.5399932861328,238.05999755859375,234.97000122070312,236.27000427246094,1363300,BDX
